2019-11-24 22:06:56,109 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x10027f9f5570003 type:create cxid:0xd zxid:0x11e txntype:-1 reqpath:n/a Error Path:/config/brokers Error:KeeperErrorCode = NodeExists for /config/brokers
2019-11-24 22:06:56,113 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x10027f9f5570002 type:create cxid:0xc zxid:0x11f txntype:-1 reqpath:n/a Error Path:/config/users Error:KeeperErrorCode = NodeExists for /config/users
2019-11-24 22:06:56,120 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x10027f9f5570002 type:create cxid:0xd zxid:0x120 txntype:-1 reqpath:n/a Error Path:/config/brokers Error:KeeperErrorCode = NodeExists for /config/brokers
2019-11-24 22:06:58,105 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x10027f89bdf0000, timeout of 6000ms exceeded
2019-11-24 22:06:58,107 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x10027f9c5490001, timeout of 6000ms exceeded
2019-11-24 22:06:58,107 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x10027f9c5490003, timeout of 6000ms exceeded
2019-11-24 22:06:58,107 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x10027f9c5490000, timeout of 6000ms exceeded
2019-11-24 22:06:58,108 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x10027f89bdf0002, timeout of 6000ms exceeded
2019-11-24 22:06:58,108 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x10027f9c5490002, timeout of 6000ms exceeded
2019-11-24 22:06:58,108 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x10027f89bdf0001, timeout of 6000ms exceeded
2019-11-24 22:06:58,108 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x10027f89bdf0003, timeout of 6000ms exceeded
2019-11-24 22:06:58,108 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x10027f89bdf0000
2019-11-24 22:06:58,109 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x10027f9c5490001
2019-11-24 22:06:58,109 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x10027f9c5490003
2019-11-24 22:06:58,109 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x10027f9c5490000
2019-11-24 22:06:58,109 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x10027f89bdf0002
2019-11-24 22:06:58,109 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x10027f9c5490002
2019-11-24 22:06:58,110 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x10027f89bdf0001
2019-11-24 22:06:58,110 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x10027f89bdf0003
2019-11-24 22:06:59,428 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x10027f9f5570001 type:setData cxid:0x18 zxid:0x12f txntype:-1 reqpath:n/a Error Path:/latest_producer_id_block Error:KeeperErrorCode = BadVersion for /latest_producer_id_block
2019-11-24 22:06:59,725 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@596] - Got user-level KeeperException when processing sessionid:0x10027f9f5570000 type:multi cxid:0x2e zxid:0x132 txntype:-1 reqpath:n/a aborting remaining multi ops. Error Path:/admin/preferred_replica_election Error:KeeperErrorCode = NoNode for /admin/preferred_replica_election
